site;core;ecosystem;species;compresion;mind;maxd;dbd;om;oc;age
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;19.5;92;94;1.590269344;1.376630925;;592
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;19.5;94;95.5;1.494118363;;;597
Sm_03;Sm_03_02;Salt Marsh;Mixed Salt Marsh;19.4;0.1;3.3;0.7156;16.07543648;1.808647282;
Sm_03;Sm_03_02;Salt Marsh;Mixed Salt Marsh;19.4;4.1;7.3;0.61208;13.64003829;2.566818441;
Sm_03;Sm_03_02;Salt Marsh;Mixed Salt Marsh;19.4;9.1;12.3;0.913585;7.846841741;1.409386696;
Sm_03;Sm_03_02;Salt Marsh;Mixed Salt Marsh;19.4;14.1;17.3;1.161705;5.799309168;0.98660662;
Sm_03;Sm_03_02;Salt Marsh;Mixed Salt Marsh;19.4;24.1;27.3;1.25309;5.364571929;0.586023495;
Sm_03;Sm_03_02;Salt Marsh;Mixed Salt Marsh;19.4;49.1;52.3;1.54622;2.248884488;0.463053492;
Sm_03;Sm_03_02;Salt Marsh;Mixed Salt Marsh;19.4;64.1;67.3;1.562515;3.127894769;;
Sm_03;Sm_03_03;Salt Marsh;Mixed Salt Marsh;0;0;3;0.65217;14.84054363;;
Sm_03;Sm_03_03;Salt Marsh;Mixed Salt Marsh;0;3;6;0.64953;15.2701231;;
Sm_03;Sm_03_03;Salt Marsh;Mixed Salt Marsh;0;6;9;0.6424;16.03841973;;
Sm_03;Sm_03_03;Salt Marsh;Mixed Salt Marsh;0;9;12;1.380975;3.689877332;1.083134741;
Sm_03;Sm_03_03;Salt Marsh;Mixed Salt Marsh;0;12;15;1.42533;2.241978102;;
Sm_03;Sm_03_03;Salt Marsh;Mixed Salt Marsh;0;15;18;1.50094;2.483592444;0.637975884;
Sm_03;Sm_03_03;Salt Marsh;Mixed Salt Marsh;0;18;21;1.495275;2.583357921;;
Sm_03;Sm_03_03;Salt Marsh;Mixed Salt Marsh;0;21;24;1.424635;2.79938212;0.634124026;
Sm_03;Sm_03_03;Salt Marsh;Mixed Salt Marsh;0;24;27;1.36883;3.811396495;;
Sm_03;Sm_03_03;Salt Marsh;Mixed Salt Marsh;0;27;30;1.26674;4.338595862;0.436316542;
Sm_03;Sm_03_03;Salt Marsh;Mixed Salt Marsh;0;30;33;1.205575;3.926451364;0.670525995;
Sm_03;Sm_03_04;Salt Marsh;Mixed Salt Marsh;0;0;3;1.236685;4.563980959;1.06962176;
Sm_03;Sm_03_04;Salt Marsh;Mixed Salt Marsh;0;3;6;0.643425;10.30434361;2.920111682;
Sm_03;Sm_03_04;Salt Marsh;Mixed Salt Marsh;0;6;9;0.61656;10.23941652;2.899159711;
Sm_03;Sm_03_04;Salt Marsh;Mixed Salt Marsh;0;9;12;0.58859;11.70128679;3.647607061;
Sm_03;Sm_03_04;Salt Marsh;Mixed Salt Marsh;0;12;15;0.50651;12.06294836;3.487613436;
Sm_03;Sm_03_04;Salt Marsh;Mixed Salt Marsh;0;15;18;0.566655;11.61511434;3.167792337;
Sm_03;Sm_03_04;Salt Marsh;Mixed Salt Marsh;0;18;21;0.668035;10.08176919;2.839410544;
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;0;1;0.760214029;9.306260575;3.9031991;2.2
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;1;2;0.613468407;5.292116847;2.4358153;3.6
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;2;3;0.721158077;7.105943152;2.8348305;6.1
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;3;4;0.591279888;6.943218594;3.2378907;8.74
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;4;5;0.704659587;13.79552523;6.0802278;11.32
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;5;6;0.729893183;10.27133695;4.032785;13.875
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;6;7;0.712984179;8.142717498;3.4128236;16.5
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;7;8;0.820679045;7.169005491;2.6992569;19.425
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;8;9;0.837707565;8.422619048;3.9116181;22.825
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;9;10;0.893038563;5.400241352;2.7068213;26.2
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;10;11;0.953119047;5.757693052;2.6475516;30.175
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;11;12;0.934874575;6.359300477;2.3237749;34.5
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;12;13;0.922824182;8.872598584;4.6634262;38.33333333
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;13;14;0.904387445;5.611008819;2.7275601;42.66666667
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;14;15;1.081038203;5.489285337;2.8838241;47.63333333
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;15;16;1.039612704;6.713561601;4.3271529;52.25
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;16;17;0.885067324;6.087219867;2.7389203;57.73333333
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;17;18;1.132025031;4.718473709;2.2722762;67.06666667
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;18;19;1.301380079;3.674832962;2.012599;74.05
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;19;20;1.136462735;4.469381832;2.1474267;80.1
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;20;21;1.162688838;;;85.55
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;21;22;0.767322669;4.715590922;2.2095763;88.4
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;22;23;1.140448355;;;92.56666667
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;23;24;1.611063225;2.618153817;1.2050332;96.75
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;24;25;1.499704916;;;99.5
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;25;26;1.296781287;2.616769837;1.3717506;102.3
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;26;27;1.312219716;;;106.5
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;27;28;1.545188783;3.598945661;1.727689;110.7
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;28;29;1.206411135;;;113.5
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;29;30;1.524808602;3.011047023;1.7461939;116.3
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;30;31;1.372243041;;;119.05
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;31;32;1.185126784;2.367541766;1.6257191;121.8
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;32;33;1.327845215;;;124.6
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;33;34;1.393158449;2.968260188;1.8607938;127.4
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;34;35;1.347648599;;;130.2
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;35;36;1.156120621;3.68512642;2.3724104;134.4
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;36;37;1.251588417;;;138.6
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;37;38;1.188067932;4.794725802;2.6312748;141.4
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;38;39;1.087273852;;;144.25
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;39;40;1.042574637;6.135442794;3.9450159;147.1
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;40;41;1.297316514;;;149.9
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;41;42;0.829450525;9.621958576;3.9497433;152.75
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;42;43;0.522620189;;;155.6
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;43;44;0.661794692;7.619125061;3.7464415;158.4
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;44;45;1.071887387;;;161.25
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;45;46;1.107503339;4.984486037;3.5734481;164.15
Sg_06;Sg_06_01;Seagrass;Posidonia oceanica;42.4;46;47;1.702706489;;;167.05
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;0;1;0.960703707;9.148977987;;2.4
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;1;2;0.845068248;9.580604165;2.5266719;3.666666667
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;2;3;0.919352724;8.830503652;2.4556664;5.3
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;3;4;0.964111156;8.364913578;2.2996791;7.2
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;4;5;0.806284522;8.325819056;2.7321947;9.4
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;5;6;0.999264419;6.645038595;1.6555275;11.63333333
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;6;7;1.015570388;6.07128868;;14
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;7;8;1.124209424;6.40788663;1.5435697;16.4
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;8;9;1.062284084;5.395367022;1.2363914;19.23333333
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;9;10;1.001012228;5.73939054;1.2980468;22.6
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;10;11;1.17672149;6.037000974;1.496196;25.1
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;11;12;1.042669207;10.27355615;;28.6
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;12;13;0.948629821;7.130746983;2.2903155;34.06666667
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;13;14;1.021835531;4.737007215;1.1270662;38.15
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;14;15;1.229819616;4.445334401;1.2657373;42.96666667
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;15;16;1.475114497;1.523713421;;49.9
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;16;17;1.294364076;3.879659643;1.027988;55.1
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;17;18;1.449804978;4.174970108;0.9867929;60.13333333
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;18;19;1.316022386;4.157728062;1.0510049;66.83333333
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;19;20;1.300582542;4.495238095;1.4028196;71.85
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;20;21;1.084279508;;;78.5
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;21;22;1.305167299;4.738032046;1.050765;85.95
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;22;23;1.53953967;;;93.36666667
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;23;24;1.299965363;4.531460458;1.0859047;101.3
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;24;25;1.08061274;;;107.25
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;25;26;1.197368456;4.343319167;0.9540612;116
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;26;27;1.366408038;;;124.75
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;27;28;1.287875919;5.530045917;1.6143125;132
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;28;29;1.119308298;;;138.45
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;29;30;1.296646082;5.350772889;1.3184831;142.8
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;30;31;1.236530788;;;149.3
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;31;32;1.445438048;4.669612372;1.3681657;155.85
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;32;33;1.470628281;;;160.3
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;33;34;1.414885102;4.506582108;1.5865976;166.9
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;34;35;1.243978425;;;173.5
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;35;36;1.625073398;4.501413;1.1620185;177.95
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;36;37;1.421482174;;;182.4
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;37;38;1.432363192;4.223978148;0.849934;189.0666667
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;38;39;1.396068927;;;195.95
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;39;40;1.518918636;4.480483782;0.9377038;200.8
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;40;41;1.593851409;;;205.65
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;41;42;1.30306163;4.809446098;;212.9666667
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;42;43;1.456251644;;;220.45
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;43;44;1.620784264;4.248366013;0.6831591;225.75
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;44;45;1.377859558;;;231.05
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;45;46;1.576923075;4.212508673;0.6854347;236.3
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;46;47;1.383948364;;;241.5
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;47;48;1.380395696;4.004372019;0.6132432;249.5
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;48;49;1.358115021;;;257.6
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;49;50;1.30850214;3.938270368;0.6139793;263
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;50;51;1.623346334;;;268.4
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;51;52;1.445884077;3.685152057;0.6298975;273.8
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;52;53;1.440002725;;;279.25
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;53;54;1.52147552;3.5518591;;287.4
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;54;55;1.36255456;;;295.5
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;55;56;1.449384881;3.509320004;0.5584968;300.95
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;56;57;1.474626977;;;306.45
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;57;58;1.482645116;2.138377712;0.5854896;311.95
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;58;59;1.627894787;;;317.45
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;59;60;1.602844587;1.830752751;0.5206702;322.95
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;60;61;1.761957443;;;328.45
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;61;62;1.365121816;1.94375925;0.5607035;333.95
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;62;63;1.376428118;;;339.45
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;63;64;1.470332657;2.479194043;0.6792004;347.6666667
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;64;65;1.609063052;;;356.15
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;65;66;1.340553949;2.45783541;0.6295215;362.1
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;66;67;1.214244926;;;368.05
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;67;68;1.546313079;2.618625714;;373.95
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;68;69;1.165404815;;;379.9
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;69;70;1.190470575;2.944214876;;385.85
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;70;71;1.492768924;;;391.8
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;71;72;1.48938222;2.761641748;0.6023852;397.8
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;72;73;1.581642678;;;403.75
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;73;74;1.435252004;3.001564333;0.5973856;409.7
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;74;75;1.394201831;;;415.7
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;75;76;1.261456515;3.184910328;0.5176802;421.7
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;76;77;1.246841305;;;427.7
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;77;78;1.489719334;3.264686343;0.5575551;433.65
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;78;79;1.372403489;;;439.6
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;79;80;1.268924898;3.510082151;0.6502771;445.6
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;80;81;1.287663278;;;454.6
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;81;82;1.486763099;3.368075661;0.5881862;463.6
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;82;83;1.644029605;;;469.6
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;83;84;1.350133187;4.010695187;0.6039396;475.65
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;84;85;1.384757439;;;481.85
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;85;86;1.438446812;3.886397608;0.5947008;488.1
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;86;87;1.367689073;;;494.3
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;87;88;1.022172645;3.654518223;0.6531122;500.5
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;88;89;1.52403759;;;506.85
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;89;90;1.289156954;3.4568888;0.6447878;513.35
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;90;91;1.629627037;;;519.8
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;91;92;1.824805958;3.773950068;0.6190633;526.25
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;92;93;1.344002889;;;532.75
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;93;94;1.620556064;4.102306921;0.6027541;539.15
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;94;95;1.470317098;;;545.5
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;95;96;1.493069734;4.043545879;0.5110729;551.95
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;96;97;1.441231897;;;558.4
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;97;98;1.624622183;3.826606876;0.6792788;564.8
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;98;99;1.213363242;;;571.05
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;99;100;1.387101681;3.621574513;0.5675382;577.1
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;100;101;1.556379836;;;583.15
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;101;102;1.563153244;3.795162433;0.5502528;589.25
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;102;103;1.695924492;;;595.35
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;103;104;1.389580769;3.565961279;0.596889;601.25
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;104;105;1.677149808;;;607
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;105;106;1.539228488;3.220322977;0.6560685;612.75
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;106;107;1.356833986;;;618.5
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;107;108;1.489719334;3.220799379;0.4991356;624.25
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;108;109;1.490684;;;629.95
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;109;110;1.583779465;3.685300207;0.637148;635.7
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;110;111;1.379752585;;;641.5
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;111;112;1.668052903;1.984047856;0.5985198;647.3
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;112;113;1.553278383;;;653.15
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;113;114;1.332805502;2.019417476;0.5522506;658.95
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;114;115;1.565528605;;;664.65
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;115;116;1.303237967;2.395977125;0.5579453;670.35
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;116;117;1.204925007;;;676
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;117;118;1.642307728;2.291528002;0.4825189;681.65
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;118;119;1.335217167;;;687.4
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;119;120;1.299949804;2.40858118;;693.15
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;120;121;1.312314127;;;698.85
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;121;122;1.653458438;2.849575304;;704.55
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;122;123;1.536832382;2.702966432;0.3791914;710.25
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;123;124;1.637562193;2.860871311;0.4714569;715.95
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;124;125;1.307625642;;;721.65
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;125;126;1.39237104;2.462496462;0.4410213;727.35
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;126;127;1.119489821;;;733.05
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;127;128;1.118737796;2.621974645;;738.8
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;128;129;1.05168313;;;744.85
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;129;130;1.732192826;2.894791451;0.4601588;751.15
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;130;131;1.275402683;;;757.5
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;131;132;1.307812352;3.298907049;0.4876491;763.85
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;132;133;0.746744915;;;770.15
Sg_06;Sg_06_02;Seagrass;Posidonia oceanica;18.3;133;134;1.22480439;2.154280339;0.509570867;776.5
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;0;1;0.421190067;11.58865666;3.9959033;2.75
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;1;2;0.341128748;6.359077232;2.1461337;3.8
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;2;3;0.689314655;8.253397282;2.2415445;5.133333333
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;3;4;0.568595392;4.927536232;1.4897443;6.6
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;4;5;0.314430694;5.14829878;1.4606901;8.133333333
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;5;6;0.572622332;4.249485949;1.4515293;9.7
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;6;7;0.749102032;5.182591296;1.2031441;11.26666667
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;7;8;0.858561757;2.339925592;1.1049352;12.8
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;8;9;0.783897514;5.329467053;0.9898668;14.73333333
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;9;10;0.84805502;3.145440554;1.4848525;17
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;10;11;0.899767912;3.749759013;1.8493162;19.66666667
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;11;12;0.647379515;9.259259259;2.8293168;22.8
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;12;13;1.158021849;3.820202421;1.0440733;26.4
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;13;14;0.908093035;3.509644064;1.3758508;31.33333333
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;14;15;1.05513717;4.049067518;1.3832523;35.45
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;15;16;1.022917093;4.260552986;1.8703604;39.73333333
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;16;17;1.053557293;3.321250122;2.0091587;44
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;17;18;1.017427486;3.827037773;1.4967582;48.76666667
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;18;19;0.966687749;4.110135674;1.7297122;55.43333333
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;19;20;0.940843152;3.632754342;1.3876928;60.45
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;20;21;1.016741667;;;67.7
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;21;22;0.96384414;2.907662083;1.3424288;76.1
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;22;23;1.143346801;;;81.7
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;23;24;1.084456041;3.058314485;1.3484456;92.63333333
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;24;25;1.257402347;;;109.95
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;25;26;1.142328937;3.047751415;1.3788727;129.8
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;26;27;0.870047383;;;149.65
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;27;28;1.359326758;3.105184633;1.3037235;162.65
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;28;29;1.131409968;;;181.4333333
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;29;30;1.051644114;3.016481808;1.2364445;200.1
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;30;31;1.192243968;;;212.55
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;31;32;1.002182774;3.44489155;1.2940051;224.45
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;32;33;1.087481736;;;241.4
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;33;34;1.267016542;2.662804821;1.1224635;258.3
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;34;35;1.019956384;;;269.25
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;35;36;1.592047027;3.176188574;1.2111321;283.85
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;36;37;1.091804435;;;311.6
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;37;38;1.021765908;0.76;1.4483447;339.1
Sg_06;Sg_06_03;Seagrass;Posidonia oceanica;19.3;38;39;1.143974997;;;357.05
